城市,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,区域,链接
深圳,此房满五唯一，有少量欠款，税费少 高楼层 价格便宜,94.8,"22,181元/平",1室1厅,42.74平米,西南,简装,高楼层(共33层),2008年,花样年花港家园,盐田港,https://sz.lianjia.com/ershoufang/105122025959.html
深圳,经典全山景  大平层 密码看房  大四房,388,"31,372元/平",4室2厅,123.68平米,东南,精装,高楼层(共30层),2014年,振业天峦,龙岗宝荷,https://sz.lianjia.com/ershoufang/105120795969.html
深圳,集运动休闲、文化赏娱等功能于一体，健康生活就在家门,230,"30,153元/平",2室1厅,76.28平米,南,简装,中楼层(共8层),1995年,德兴花园,布吉街,https://sz.lianjia.com/ershoufang/105122627586.html
深圳,万科里商圈 金地龙城48平两房 红本在手 地铁物业,88,"18,523元/平",2室1厅,47.51平米,南,精装,低楼层(共34层),2016年,金地龙城中央三期,龙岗中心城,https://sz.lianjia.com/ershoufang/105121776882.html
深圳,近新凯来 鹏芯微 融湖三期四房 南向看花园无遮挡,428,"38,307元/平",4室2厅,111.73平米,南,毛坯,高楼层(共33层),暂无数据,融湖中心城三期,平湖,https://sz.lianjia.com/ershoufang/105122524824.html
深圳,满五唯一，带60平方大院子，户型方正，安静,580,"37,904元/平",4室2厅,153.02平米,南,其他,低楼层(共11层),2004年,桃源居五区,桃源居,https://sz.lianjia.com/ershoufang/105116031326.html
深圳,龙岗中-心城 承翰陶源 精装两房,155,"21,164元/平",2室1厅,73.24平米,西南,精装,中楼层(共33层),2014年,承翰陶源,龙岗中心城,https://sz.lianjia.com/ershoufang/105120579869.html
深圳,此房满五年且唯一，南向安静，方正小两房，居家优选房,218,"54,041元/平",2室1厅,40.34平米,南,其他,中楼层(共8层),1995年,众孚新村,石厦,https://sz.lianjia.com/ershoufang/105121639870.html
深圳,龙岗今日香沙花园 次新小区科高四房 业主诚心出售,260,"26,097元/平",4室2厅,99.63平米,东南,精装,中楼层(共33层),2021年,今日香沙御景园,坪地,https://sz.lianjia.com/ershoufang/105122163961.html
深圳,莱蒙水榭春天高层4房采光通风好,850,"70,793元/平",4室2厅,120.07平米,南,简装,高楼层(共33层),2011年,莱蒙水榭春天二期,红山,https://sz.lianjia.com/ershoufang/105119802797.html
深圳,壹方城 户型格局好 住家精装修 有品质 花园社区,1250,"123,886元/平",3室2厅,100.9平米,东北,其他,40层,2017年,鸿荣源·壹方中心·玖誉,宝安中心,https://sz.lianjia.com/ershoufang/105119145482.html
深圳,书香门第名苑优质大2房 东南向看山景中层双阳台诚卖,350,"49,815元/平",2室1厅,70.26平米,东南,精装,23层,2005年,书香门第名苑,梅林关,https://sz.lianjia.com/ershoufang/105120113114.html
深圳,桐林城市广场 1室1厅 东,75,"18,524元/平",1室1厅,40.49平米,东,其他,低楼层(共3层),2012年,桐林城市广场,华强南,https://sz.lianjia.com/ershoufang/105119256146.html
深圳,安静，带平台，诚心出售，随时看房子。,200,"29,780元/平",2室1厅,67.16平米,东,其他,低楼层(共16层),2002年,时代景苑一期,福永,https://sz.lianjia.com/ershoufang/105122323856.html
深圳,业主自住装修，保养好，南向高层采光视野好！！！,215,"24,460元/平",4室2厅,87.9平米,南 北,精装,高楼层(共33层),2013年,深业东城国际,坪山,https://sz.lianjia.com/ershoufang/105119131424.html
深圳,大社区宜居三房 深中旁近地铁空中花园,770,"73,264元/平",3室2厅,105.1平米,北,其他,中楼层(共25层),2004年,合正星园,翠竹,https://sz.lianjia.com/ershoufang/105121305670.html
深圳,精装修，大花园社区，业主诚心卖,749,"92,538元/平",3室2厅,80.94平米,西北,精装,18层,2000年,蔚蓝海岸1期,后海,https://sz.lianjia.com/ershoufang/105117179287.html
深圳,精装高层次新房业主诚心出售，地理位置优越、交通方便,368,"41,187元/平",3室2厅,89.35平米,北,其他,高楼层(共30层),2018年,润科华府,曦城,https://sz.lianjia.com/ershoufang/105122554592.html
深圳,正南向三房两卫  地铁口 位置安静,638,"67,895元/平",3室2厅,93.97平米,南,其他,10层,2002年,茂恒园,莲花,https://sz.lianjia.com/ershoufang/105122585787.html
深圳,风临四季 户型通透的两房 住家装修 看房方便,140,"19,890元/平",2室2厅,70.39平米,东南,精装,高楼层(共6层),2006年,风临四季,龙岗双龙,https://sz.lianjia.com/ershoufang/105121257058.html
深圳,翻身地铁户型通透实用两房，满五唯一红本，采光充足！,280,"45,978元/平",2室1厅,60.9平米,西南,简装,中楼层(共8层),1996年,海滨城广场一期,翻身,https://sz.lianjia.com/ershoufang/105121980010.html
深圳,中海大山地北区 3室2厅 南,260,"31,493元/平",3室2厅,82.56平米,南,其他,高楼层(共31层),2009年,中海大山地北区,横岗,https://sz.lianjia.com/ershoufang/105121313756.html
深圳,龙岗地铁口物业，税费少，大社区,49,"15,251元/平",1室1厅,32.13平米,西北,精装,中楼层(共22层),2015年,远洋新干线晶钻广场,龙岗中心城,https://sz.lianjia.com/ershoufang/105120086199.html
深圳,东方凤雅台 中间层 大两房 南向东边户 近看园林远看山,288,"40,661元/平",2室2厅,70.83平米,南,简装,中楼层(共15层),2002年,东方凤雅台,莲塘,https://sz.lianjia.com/ershoufang/105122516425.html
深圳,碧湖花园 电梯高楼层 采光视野很好 看房方便,345,"30,569元/平",3室2厅,112.86平米,南,精装,高楼层(共15层),2002年,碧湖花园,龙岗中心城,https://sz.lianjia.com/ershoufang/105120086110.html
深圳,中大 云科府 精装 三房 业主诚心卖,395,"41,606元/平",3室2厅,94.94平米,东南,精装,中楼层(共31层),2022年,云科府,光明,https://sz.lianjia.com/ershoufang/105122039211.html
深圳,螺岭一房一厅，05年小区，红本满五,170,"41,637元/平",2室1厅,40.83平米,南,其他,24层,2005年,东门168,螺岭,https://sz.lianjia.com/ershoufang/105122085428.html
深圳,南向，无遮挡，采光很好，户型方正，,210,"48,815元/平",1室1厅,43.02平米,南,简装,8层,1999年,汇龙花园,梅林,https://sz.lianjia.com/ershoufang/105122171939.html
深圳,招商锦绣观园 2室1厅 东北,170,"27,420元/平",2室1厅,62平米,东北,其他,中楼层(共28层),2014年,招商锦绣观园,观澜,https://sz.lianjia.com/ershoufang/105122105467.html
深圳,地铁口物业，大社区得房率高，高楼层,50,"15,562元/平",1室1厅,32.13平米,北,精装,高楼层(共22层),2015年,远洋新干线晶钻广场,龙岗中心城,https://sz.lianjia.com/ershoufang/105121913445.html
深圳,此房满五年，红本在手  精装两房 无个税,334,"54,522元/平",2室1厅,61.26平米,南 北,简装,15层,2004年,中爱花园,西丽,https://sz.lianjia.com/ershoufang/105121155675.html
深圳,满五唯一，红本在手，公园山脚下，风景优美,217,"24,402元/平",3室2厅,88.93平米,南,精装,低楼层(共34层),2018年,公园花半里,龙岗双龙,https://sz.lianjia.com/ershoufang/105122045553.html
深圳,幸福海岸三期158平高实用看宝体通透大四房,1200,"75,768元/平",4室1厅,158.38平米,东 西,精装,32层,2013年,幸福海岸三期,宝安中心,https://sz.lianjia.com/ershoufang/105121323900.html
深圳,带阳台通燃气精装两房，近地铁3号线龙城广场站,103,"16,059元/平",2室1厅,64.14平米,南,精装,低楼层(共19层),2020年,金地龙城中央三期,龙岗中心城,https://sz.lianjia.com/ershoufang/105121424518.html
深圳,新交楼小区 精装三房两卫朝向好,469,"52,298元/平",3室2厅,89.68平米,东南,精装,低楼层(共57层),2024年,鸿荣源尚云,龙华中心,https://sz.lianjia.com/ershoufang/105121663810.html
深圳,爱联地铁口  中粮祥云 精装一房一厅 红本在手,83,"17,009元/平",1室1厅,48.8平米,东南,其他,低楼层(共43层),2018年,中粮祥云,大运新城,https://sz.lianjia.com/ershoufang/105122060218.html
深圳,精装修大花园地铁口 红本在手 好出租租售比高,109,"17,201元/平",3室2厅,63.37平米,南,精装,高楼层(共42层),2024年,京基御景荟都,龙岗宝荷,https://sz.lianjia.com/ershoufang/105120408880.html
深圳,口岸物业 近地铁 满五年 近公园 住家舒适,218,"29,325元/平",3室1厅,74.34平米,北,简装,低楼层(共17层),2000年,华清园,新秀,https://sz.lianjia.com/ershoufang/105120725275.html
深圳,先科花园一房一厅南向，中间楼层，一梯三户，诚心放卖,198,"50,293元/平",1室1厅,39.37平米,南,简装,中楼层(共7层),1998年,先科花园,梅林,https://sz.lianjia.com/ershoufang/105121164460.html
深圳,小区正南向安静一房 高楼层采光视野好 满五唯一诚心卖,239,"65,660元/平",1室0厅,36.4平米,南,精装,高楼层(共31层),2005年,南方国际广场,石厦,https://sz.lianjia.com/ershoufang/105121507220.html
深圳,房子满5年，红本，税费少，楼层高，光线好,718,"98,182元/平",2室1厅,73.13平米,南,简装,32层,2013年,海境界家园一期,蛇口,https://sz.lianjia.com/ershoufang/105118432167.html
深圳,四层别墅 精装修  前后花园 看湖景 满五年 税费少,520,"25,691元/平",7室3厅,202.41平米,南 北,其他,低楼层(共4层),板塔结合,西湖苑水岸香,坪地,https://sz.lianjia.com/ershoufang/105120885628.html
深圳,地铁口3房，满5年唯一，精装修，直接拎包入住！,198,"29,286元/平",3室1厅,67.61平米,东北,精装,中楼层(共9层),2000年,中兆花园,布吉大芬,https://sz.lianjia.com/ershoufang/105122485253.html
深圳,房子满五年红本 南向 精装修拎包入住,370,"53,866元/平",2室2厅,68.69平米,西南,精装,32层,2017年,靖轩豪苑,黄贝岭,https://sz.lianjia.com/ershoufang/105122385899.html
深圳,新安片区次新房 业主诚心出售 商圈便利 户型舒服,218,"36,975元/平",2室1厅,58.96平米,东北,精装,低楼层(共32层),2015年,华盛盛荟,新安,https://sz.lianjia.com/ershoufang/105120246262.html
深圳,业主急出想尽快卖，产权清晰只想一卖,278.8,"31,471元/平",3室2厅,88.59平米,东南 南,其他,中楼层(共46层),2019年,财富城,坪山,https://sz.lianjia.com/ershoufang/105121152548.html
深圳,喜悦里精装3房，南向厅出阳台，看花园园林,235,"32,904元/平",3室1厅,71.42平米,东 东南,精装,低楼层(共32层),2014年,满京华喜悦里,龙岗双龙,https://sz.lianjia.com/ershoufang/105119978415.html
杭州,鹿山新城锦绣兰庭小面积低总价拎包入住,83,"13,643元/平",1室1厅,60.84平米,西南 南,其他,低楼层(共9层),板塔结合,锦绣兰庭(富阳),鹿山新城,https://hz.lianjia.com/ershoufang/103139830649.html
杭州,商品房小区，楼梯房，近地铁诚心出售,133,"17,339元/平",3室1厅,76.71平米,南,简装,6层,板楼,润达花园,三墩,https://hz.lianjia.com/ershoufang/103126640768.html
杭州,满五唯一，小三房，楼层好，视野宽阔，不沿街，不靠路,148,"16,667元/平",3室2厅,88.8平米,南 北,精装,低楼层(共11层),板塔结合,闲林山水紫薇苑,闲林,https://hz.lianjia.com/ershoufang/103125625085.html
杭州,地上集团配套齐全小区优质交通便利,92,"10,385元/平",3室2厅,88.59平米,南,毛坯,低楼层(共18层),板楼,春天学府,临安,https://hz.lianjia.com/ershoufang/103129573876.html
杭州,地上集团开发，长麓府，带车位，诚心出售,58,"7,515元/平",2室1厅,77.18平米,南,毛坯,低楼层(共18层),板楼,长麓府,临安,https://hz.lianjia.com/ershoufang/103144783279.html
杭州,东边套户型，三房两卫带储藏室，业主诚心出售。,186,"20,709元/平",3室2厅,89.82平米,南,精装,中楼层(共17层),板楼,金地艺境西区,乔司,https://hz.lianjia.com/ershoufang/103140018321.html
杭州,地铁口下叠带大花园低密居住舒适,188,"9,297元/平",3室2厅,202.22平米,南,其他,低楼层(共6层),板楼,绿地亚洲公园,青山湖科技城,https://hz.lianjia.com/ershoufang/103142744776.html
杭州,业主精装修四房     边套      满二唯一,425,"32,508元/平",4室2厅,130.74平米,南 北,精装,低楼层(共25层),板塔结合,雅棠轩,萧山新城区,https://hz.lianjia.com/ershoufang/103127841664.html
杭州,融创江南壹号院，改善型 高品质住宅，四房两卫,410,"25,562元/平",4室2厅,160.4平米,南,精装,中楼层(共25层),板楼,竞潮江南院,萧山科技城,https://hz.lianjia.com/ershoufang/103115724548.html
杭州,世茂江滨地铁口，朝南户型，楼层好，采光无遮挡,48,"10,356元/平",1室1厅,46.35平米,南,精装,28层,板楼,世茂江滨商业中心,沿江南,https://hz.lianjia.com/ershoufang/103130378468.html
杭州,价格美丽房东诚心出售价格可谈层高4.2米 双层,53,"15,525元/平",1室1厅,34.14平米,北,其他,14层,板塔结合,中天西城纪,申花,https://hz.lianjia.com/ershoufang/103144493108.html
杭州,五期北进门南花园小独栋，业主基础建设已完工,450,"22,700元/平",4室2厅,198.24平米,南,毛坯,低楼层(共2层),板塔结合,锦绣钱塘,青山湖科技城,https://hz.lianjia.com/ershoufang/103124409003.html
杭州,江南名都 3室2厅 东南 南,39.9,"4,194元/平",3室2厅,95.15平米,东南 南,毛坯,高楼层(共11层),暂无数据,江南名都,桐庐,https://hz.lianjia.com/ershoufang/103146108507.html
杭州,银湖地铁站 交通便利 房东急售 家具家电配套齐全,35,"8,461元/平",2室2厅,41.37平米,东,精装,17层,板塔结合,浙大网新银湖科技园,银湖科技城,https://hz.lianjia.com/ershoufang/103140984957.html
杭州,精装修房源、高楼层采光好、刚需三房,110,"10,207元/平",3室2厅,107.77平米,南,精装,高楼层(共18层),塔楼,溪悦十锦台公寓,临安,https://hz.lianjia.com/ershoufang/103114762489.html
杭州,诚心卖，背靠山，环境好居住清新，楼层不高，看房便利,68,"13,822元/平",1室1厅,49.2平米,南,简装,中楼层(共5层),板楼,杭钢北苑,半山,https://hz.lianjia.com/ershoufang/103143475212.html
杭州,远大金地中心房东急售，视野开阔。,38,"10,492元/平",1室1厅,36.22平米,北,其他,13层,板楼,远大金地中心,三墩,https://hz.lianjia.com/ershoufang/103142776782.html
杭州,青山印象府四室两厅好格局，楼层好视野开阔，看房议价,110,"9,223元/平",4室2厅,119.27平米,南 北,简装,18层,板塔结合,青山印象府,青山湖科技城,https://hz.lianjia.com/ershoufang/103129018265.html
杭州,上沙锦湖家园 2室1厅 南,145,"24,220元/平",2室1厅,59.87平米,南,其他,18层,塔楼,上沙锦湖家园,金沙湖,https://hz.lianjia.com/ershoufang/103146068499.html
杭州,星万里 自带综合体 滑雪场 精装修 楼层佳,133,"14,043元/平",3室2厅,94.71平米,南,精装,低楼层(共28层),板楼,杭辰星万里,塘栖,https://hz.lianjia.com/ershoufang/103137768230.html
杭州,宋都开发 叠排 上下两层 三开间南 空间大 采光好,150,"10,681元/平",4室2厅,140.44平米,南 北,毛坯,中楼层(共6层),板塔结合,宋都怀石雅苑,东洲,https://hz.lianjia.com/ershoufang/103119878744.html
杭州,小区中间位置，双阳台，高楼层，业主诚心出售。,380,"43,365元/平",2室1厅,87.63平米,南,精装,33层,板楼,欣盛东方郡东区,滨江区政府,https://hz.lianjia.com/ershoufang/103131811175.html
杭州,低密小三房 业主诚心出售，一线山景 大自然的感觉,268,"29,878元/平",3室2厅,89.7平米,南,简装,高楼层(共11层),板楼,新湖菲林,未来科技城,https://hz.lianjia.com/ershoufang/103138778900.html
杭州,干挂石材地铁口6号线元宝塘路房东诚心交通便利,438,"49,762元/平",3室1厅,88.02平米,南,简装,中楼层(共24层),塔楼,中企艮山府东区,景芳,https://hz.lianjia.com/ershoufang/103143295944.html
杭州,视野宽阔 采光充足 房东诚心出售,199,"24,275元/平",3室1厅,81.98平米,南,简装,7层,板楼,紫金公寓,文三西路,https://hz.lianjia.com/ershoufang/103144247443.html
杭州,山水国际 3室2厅 南,225,"24,457元/平",3室2厅,92平米,南,精装,高楼层(共26层),板楼,山水国际,鹿山新城,https://hz.lianjia.com/ershoufang/103143179951.html
杭州,精装修、户型方正、业主诚心出售,109,"11,786元/平",3室2厅,92.49平米,南,其他,中楼层(共6层),板塔结合,荀山花苑,良渚,https://hz.lianjia.com/ershoufang/103145124573.html
杭州,北城枫景园 2室1厅 南,135,"21,355元/平",2室1厅,63.22平米,南,其他,中楼层(共13层),板塔结合,北城枫景园,丁桥,https://hz.lianjia.com/ershoufang/103145927726.html
杭州,自住保养很好，零磨损，拎包入住,425,"31,790元/平",4室2厅,133.69平米,南 北,精装,高楼层(共18层),板塔结合,富力新线公园,未来科技城,https://hz.lianjia.com/ershoufang/103140462273.html
杭州,近地铁口，320国道旁，总价低。,32,"7,214元/平",1室1厅,44.36平米,南,简装,15层,板楼,天创园,银湖科技城,https://hz.lianjia.com/ershoufang/103120996675.html
杭州,此房满五年，绿城品质精装修交付 得房率高,380,"25,953元/平",3室2厅,146.42平米,南 西南,精装,中楼层(共11层),板塔结合,绿城丽江公寓,九堡,https://hz.lianjia.com/ershoufang/103131614397.html
杭州,户型方正 双回澜 位置好，装修清爽，房东诚心卖,110,"18,485元/平",2室1厅,59.51平米,南,简装,6层,板楼,回澜南园,萧山市区,https://hz.lianjia.com/ershoufang/103140782009.html
杭州,次新小区，近地铁，小区环境好，带车位,63,"7,066元/平",3室2厅,89.17平米,南,其他,低楼层(共27层),暂无数据,世茂国风源赋,临安,https://hz.lianjia.com/ershoufang/103145026707.html
杭州,东边套楼层好 全明户型  自住装修诚卖,210,"19,138元/平",3室2厅,109.73平米,东南,精装,13层,板楼,泊悦府,老余杭,https://hz.lianjia.com/ershoufang/103134109625.html
杭州,绿城次新小区 中间楼层 视野好 环境优美,150,"17,169元/平",3室1厅,87.37平米,东南,毛坯,中楼层(共32层),板楼,品霞苑,闲林,https://hz.lianjia.com/ershoufang/103134693578.html
杭州,一号线南阳地铁口 地下室直通地铁 精装修三房,155,"16,450元/平",3室2厅,94.23平米,南,精装,14层,板楼,阅杭里,大江东,https://hz.lianjia.com/ershoufang/103131727268.html
杭州,七贤郡 洋房自住装修 保养好 采光好 看房便利,138,"15,965元/平",3室2厅,86.44平米,南,其他,6层,板楼,良渚文化村七贤郡,良渚,https://hz.lianjia.com/ershoufang/103143770402.html
杭州,世纪嘉园晴彩巴厘 3室2厅 南,135,"15,213元/平",3室2厅,88.74平米,南,精装,6层,板塔结合,世纪嘉园晴彩巴厘,临平新城,https://hz.lianjia.com/ershoufang/103142489282.html
杭州,青蓝浙一+联华 满五自住精装修 朝南经典小户型 诚心卖,122,"27,861元/平",1室1厅,43.79平米,南,简装,高楼层(共7层),板楼,柳营巷,长庆,https://hz.lianjia.com/ershoufang/103142189445.html
杭州,小区是地上集团开发，有健身会所，绿化好，楼梯顶跃,68,"7,709元/平",4室2厅,88.21平米,南 北,毛坯,高楼层(共6层),板楼,公园家南区,临安,https://hz.lianjia.com/ershoufang/103137379022.html
杭州,70年产权住宅 、满五唯一税费少、拎包入住、交通方便,50,"11,774元/平",1室0厅,42.47平米,东 西,精装,高楼层(共18层),塔楼,世纪嘉园晴彩巴厘,临平新城,https://hz.lianjia.com/ershoufang/103128080012.html
杭州,出行方便的次新房瑞源邸配上软装即可开始新生活,165,"13,590元/平",4室2厅,121.42平米,南 东,精装,低楼层(共18层),板楼,瑞源邸,银湖科技城,https://hz.lianjia.com/ershoufang/103133514543.html
杭州,大四房全明飞机户型  低总价入手门槛低,100,"6,446元/平",4室2厅,155.15平米,南,其他,中楼层(共24层),板楼,春珑华裕府,江南新城,https://hz.lianjia.com/ershoufang/103144737015.html
杭州,桐庐少数小面积住宅，70年产权，低总价，出租需求高,48,"11,038元/平",1室1厅,43.49平米,南,精装,27层,板楼,新天地花园,桐庐,https://hz.lianjia.com/ershoufang/103143328514.html
杭州,满5年无增值税，四房户型，看房方便的,200,"15,654元/平",4室1厅,127.77平米,西南,简装,33层,板塔结合,赞成美树,勾庄,https://hz.lianjia.com/ershoufang/103107986592.html
杭州,星光国际公馆平层公寓，精装修可直接入住,98,"13,372元/平",2室1厅,73.29平米,东,精装,低楼层(共26层),板塔结合,星光国际公馆,滨江区政府,https://hz.lianjia.com/ershoufang/103119213625.html
杭州,逸城 4室1厅 南,120,"8,735元/平",4室1厅,137.38平米,南,精装,11层,板楼,逸城,东洲,https://hz.lianjia.com/ershoufang/103144011029.html
杭州,带大露台，东边套，装修好的看房联系带电梯，业主诚售,235,"15,642元/平",4室2厅,150.24平米,东南,简装,中楼层(共4层),板塔结合,融创微风之城,东洲,https://hz.lianjia.com/ershoufang/103125540096.html
杭州,地铁口，宝龙旁，亚云会场馆边，有公园,82,"9,223元/平",3室2厅,88.91平米,南,精装,高楼层(共27层),板塔结合,越秀悦映城,临安,https://hz.lianjia.com/ershoufang/103136662524.html
杭州,闲林山水海棠苑 2室2厅 南 北,124,"12,519元/平",2室2厅,99.05平米,南 北,其他,5层,板楼,闲林山水海棠苑,闲林,https://hz.lianjia.com/ershoufang/103146491157.html
杭州,小区品质高 绿城物业 三房户型 边套 采光好,215,"20,188元/平",3室2厅,106.5平米,南,毛坯,高楼层(共18层),板楼,金汇首府,富春,https://hz.lianjia.com/ershoufang/103129588436.html
杭州,晨光国际 纯毛坯 一线江景 地铁口 学正书 税少,299,"18,151元/平",4室2厅,164.73平米,南,毛坯,47层,板楼,宋都晨光国际,沿江南,https://hz.lianjia.com/ershoufang/103136320378.html
杭州,景芳地铁口，绿城精装两房，西边套带100平露台,399,"46,277元/平",2室1厅,86.22平米,南,精装,低楼层(共15层),板楼,蔚蓝公寓,景芳,https://hz.lianjia.com/ershoufang/103144624356.html
杭州,保俶塔，两房朝南，清爽装修，采光好,360,"57,444元/平",2室1厅,62.67平米,南,其他,6层,板楼,松木场社区,黄龙,https://hz.lianjia.com/ershoufang/103145983223.html
杭州,精装修 中间楼层夹边套 采光好拓展多 诚心出售,245,"27,522元/平",3室2厅,89.02平米,南,精装,中楼层(共30层),板楼,华瑞晴庐,萧山新城区,https://hz.lianjia.com/ershoufang/103143475178.html
杭州,全明两房 精装修 带露台 绿城物业 市场价出,115,"24,753元/平",2室1厅,46.46平米,南,其他,低楼层(共7层),板塔结合,蚕花园永和坊,拱宸桥,https://hz.lianjia.com/ershoufang/103145395988.html
杭州,西湖区地铁6号线500米彩虹府全屋定制诚售,250,"29,699元/平",3室2厅,84.18平米,南,精装,11层,板楼,钱江彩虹府,转塘,https://hz.lianjia.com/ershoufang/103143533751.html
杭州,品质小区  房东诚心出售 ......,335,"45,566元/平",2室1厅,73.52平米,东南 南,精装,24层,板楼,欣盛东方福邸,申花,https://hz.lianjia.com/ershoufang/103137848797.html
杭州,未来科技城，阿里巴巴南门，电梯洋房，3室2卫,280,"31,536元/平",3室2厅,88.79平米,南,简装,中楼层(共7层),板楼,观璟庭,未来科技城,https://hz.lianjia.com/ershoufang/103129353504.html
杭州,满五唯一河景房中间楼层自住装修,135,"12,099元/平",3室2厅,111.58平米,南 东南,精装,18层,板塔结合,越秀星汇花园西区,青山湖科技城,https://hz.lianjia.com/ershoufang/103134231463.html
杭州,桐庐少数小面积住宅，70年产权，低总价，出租需求高,48,"11,038元/平",1室1厅,43.49平米,南,精装,27层,板楼,新天地花园,桐庐,https://hz.lianjia.com/ershoufang/103143328514.html
杭州,东边套楼层好 全明户型  自住装修诚卖,210,"19,138元/平",3室2厅,109.73平米,东南,精装,13层,板楼,泊悦府,老余杭,https://hz.lianjia.com/ershoufang/103134109625.html
杭州,小区品质高 绿城物业 三房户型 边套 采光好,215,"20,188元/平",3室2厅,106.5平米,南,毛坯,高楼层(共18层),板楼,金汇首府,富春,https://hz.lianjia.com/ershoufang/103129588436.html
杭州,视野宽阔 采光充足 房东诚心出售,199,"24,275元/平",3室1厅,81.98平米,南,简装,7层,板楼,紫金公寓,文三西路,https://hz.lianjia.com/ershoufang/103144247443.html
杭州,一号线南阳地铁口 地下室直通地铁 精装修三房,155,"16,450元/平",3室2厅,94.23平米,南,精装,14层,板楼,阅杭里,大江东,https://hz.lianjia.com/ershoufang/103131727268.html
杭州,近地铁口，320国道旁，总价低。,32,"7,214元/平",1室1厅,44.36平米,南,简装,15层,板楼,天创园,银湖科技城,https://hz.lianjia.com/ershoufang/103120996675.html
杭州,次新小区，近地铁，小区环境好，带车位,63,"7,066元/平",3室2厅,89.17平米,南,其他,低楼层(共27层),暂无数据,世茂国风源赋,临安,https://hz.lianjia.com/ershoufang/103145026707.html
杭州,此房满五年，绿城品质精装修交付 得房率高,380,"25,953元/平",3室2厅,146.42平米,南 西南,精装,中楼层(共11层),板塔结合,绿城丽江公寓,九堡,https://hz.lianjia.com/ershoufang/103131614397.html
杭州,自住保养很好，零磨损，拎包入住,425,"31,790元/平",4室2厅,133.69平米,南 北,精装,高楼层(共18层),板塔结合,富力新线公园,未来科技城,https://hz.lianjia.com/ershoufang/103140462273.html
杭州,七贤郡 洋房自住装修 保养好 采光好 看房便利,138,"15,965元/平",3室2厅,86.44平米,南,其他,6层,板楼,良渚文化村七贤郡,良渚,https://hz.lianjia.com/ershoufang/103143770402.html
杭州,精装修、户型方正、业主诚心出售,109,"11,786元/平",3室2厅,92.49平米,南,其他,中楼层(共6层),板塔结合,荀山花苑,良渚,https://hz.lianjia.com/ershoufang/103145124573.html
杭州,绿城次新小区 中间楼层 视野好 环境优美,150,"17,169元/平",3室1厅,87.37平米,东南,毛坯,中楼层(共32层),板楼,品霞苑,闲林,https://hz.lianjia.com/ershoufang/103134693578.html
杭州,地铁口，宝龙旁，亚云会场馆边，有公园,82,"9,223元/平",3室2厅,88.91平米,南,精装,高楼层(共27层),板塔结合,越秀悦映城,临安,https://hz.lianjia.com/ershoufang/103136662524.html
杭州,闲林山水海棠苑 2室2厅 南 北,124,"12,519元/平",2室2厅,99.05平米,南 北,其他,5层,板楼,闲林山水海棠苑,闲林,https://hz.lianjia.com/ershoufang/103146491157.html
杭州,晨光国际 纯毛坯 一线江景 地铁口 学正书 税少,299,"18,151元/平",4室2厅,164.73平米,南,毛坯,47层,板楼,宋都晨光国际,沿江南,https://hz.lianjia.com/ershoufang/103136320378.html
杭州,此房满五唯一不靠路视野扩阔 采光好 好楼层,420,"47,886元/平",2室2厅,87.71平米,南,简装,中楼层(共24层),板楼,耀江文鼎苑,申花,https://hz.lianjia.com/ershoufang/103113972081.html
杭州,大四房全明飞机户型  低总价入手门槛低,100,"6,446元/平",4室2厅,155.15平米,南,其他,中楼层(共24层),板楼,春珑华裕府,江南新城,https://hz.lianjia.com/ershoufang/103144737015.html
杭州,干挂石材地铁口6号线元宝塘路房东诚心交通便利,438,"49,762元/平",3室1厅,88.02平米,南,简装,中楼层(共24层),塔楼,中企艮山府东区,景芳,https://hz.lianjia.com/ershoufang/103143295944.html
杭州,低总价，近地铁，小面积电梯房采光好,48.8,"9,875元/平",1室1厅,49.42平米,南,简装,17层,板楼,容大五环城市花园,富春,https://hz.lianjia.com/ershoufang/103138539565.html
杭州,闲林埠老街旁，自住精装三房，户型方正，刚需好房,135,"15,200元/平",3室2厅,88.82平米,南,其他,12层,板楼,林溪闲庭,闲林,https://hz.lianjia.com/ershoufang/103146009150.html
杭州,上河公元里， 运河新城板块，精装修诚心卖,482,"45,744元/平",3室2厅,105.37平米,南,精装,24层,板楼,上河公元里,运河新城,https://hz.lianjia.com/ershoufang/103136191458.html
杭州,水韵康桥康泽苑 2室1厅 南,92,"14,393元/平",2室1厅,63.92平米,南,其他,中楼层(共23层),板楼,水韵康桥康泽苑,运河新城,https://hz.lianjia.com/ershoufang/103144661419.html
杭州,伊世纪 满五年大两房双阳台 全明户型 装修清爽诚心卖,96,"10,236元/平",2室2厅,93.79平米,南,其他,高楼层(共6层),板楼,伊世纪城市花园一区,临平新城,https://hz.lianjia.com/ershoufang/103141780420.html
杭州,万家花城，申花地铁口中高，楼层价格合适,270,"35,757元/平",2室1厅,75.51平米,南,其他,18层,板塔结合,万家花城二期,申花,https://hz.lianjia.com/ershoufang/103143265002.html
杭州,临平赞成檀府 满五唯一 户型正气 中上楼层,198,"14,838元/平",3室1厅,133.45平米,南,简装,24层,板楼,赞成檀府,临平新城,https://hz.lianjia.com/ershoufang/103123327981.html
